,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
1172,Shot Chart Detail,0021500901,220,201935,James Harden,1610612745,Houston Rockets,2,5,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-228,101,1,1,20160302,HOU,NOP
1173,Shot Chart Detail,0021500901,232,201935,James Harden,1610612745,Houston Rockets,2,4,39,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,-10,1,1,20160302,HOU,NOP
1174,Shot Chart Detail,0021500901,268,201935,James Harden,1610612745,Houston Rockets,2,1,52,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,2,244,1,0,20160302,HOU,NOP
1175,Shot Chart Detail,0021500901,301,201935,James Harden,1610612745,Houston Rockets,3,11,20,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-148,92,1,1,20160302,HOU,NOP
1176,Shot Chart Detail,0021500901,303,201935,James Harden,1610612745,Houston Rockets,3,10,45,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,145,95,1,1,20160302,HOU,NOP
1177,Shot Chart Detail,0021500901,313,201935,James Harden,1610612745,Houston Rockets,3,9,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,145,210,1,0,20160302,HOU,NOP
1178,Shot Chart Detail,0021500901,326,201935,James Harden,1610612745,Houston Rockets,3,8,17,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-11,95,1,0,20160302,HOU,NOP
1179,Shot Chart Detail,0021500901,327,201935,James Harden,1610612745,Houston Rockets,3,8,16,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,18,1,1,20160302,HOU,NOP
1180,Shot Chart Detail,0021500901,338,201935,James Harden,1610612745,Houston Rockets,3,7,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,187,159,1,0,20160302,HOU,NOP
1181,Shot Chart Detail,0021500901,371,201935,James Harden,1610612745,Houston Rockets,3,5,8,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,-6,1,0,20160302,HOU,NOP
1182,Shot Chart Detail,0021500901,467,201935,James Harden,1610612745,Houston Rockets,4,10,9,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-78,85,1,0,20160302,HOU,NOP
1183,Shot Chart Detail,0021500901,486,201935,James Harden,1610612745,Houston Rockets,4,9,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,2,1,1,20160302,HOU,NOP
1184,Shot Chart Detail,0021500901,508,201935,James Harden,1610612745,Houston Rockets,4,7,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,0,1,1,20160302,HOU,NOP
1185,Shot Chart Detail,0021500901,552,201935,James Harden,1610612745,Houston Rockets,4,4,17,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-47,244,1,0,20160302,HOU,NOP
1186,Shot Chart Detail,0021500901,559,201935,James Harden,1610612745,Houston Rockets,4,3,50,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,11,1,0,20160302,HOU,NOP
1187,Shot Chart Detail,0021500901,599,201935,James Harden,1610612745,Houston Rockets,4,1,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,7,1,1,20160302,HOU,NOP
1188,Shot Chart Detail,0021500927,96,201935,James Harden,1610612745,Houston Rockets,1,4,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-176,180,1,0,20160305,CHI,HOU
1189,Shot Chart Detail,0021500927,171,201935,James Harden,1610612745,Houston Rockets,2,11,1,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-25,57,1,0,20160305,CHI,HOU
1190,Shot Chart Detail,0021500927,175,201935,James Harden,1610612745,Houston Rockets,2,10,24,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,56,101,1,1,20160305,CHI,HOU
1191,Shot Chart Detail,0021500927,180,201935,James Harden,1610612745,Houston Rockets,2,10,4,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,13,1,0,20160305,CHI,HOU
1192,Shot Chart Detail,0021500927,200,201935,James Harden,1610612745,Houston Rockets,2,8,52,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,16,1,0,20160305,CHI,HOU
1193,Shot Chart Detail,0021500927,209,201935,James Harden,1610612745,Houston Rockets,2,8,21,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,0,1,1,20160305,CHI,HOU
1194,Shot Chart Detail,0021500927,234,201935,James Harden,1610612745,Houston Rockets,2,6,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-127,213,1,0,20160305,CHI,HOU
1195,Shot Chart Detail,0021500927,266,201935,James Harden,1610612745,Houston Rockets,2,4,29,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-40,43,1,0,20160305,CHI,HOU
1196,Shot Chart Detail,0021500927,272,201935,James Harden,1610612745,Houston Rockets,2,4,7,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-30,33,1,1,20160305,CHI,HOU
1197,Shot Chart Detail,0021500927,279,201935,James Harden,1610612745,Houston Rockets,2,3,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-119,224,1,0,20160305,CHI,HOU
1198,Shot Chart Detail,0021500927,334,201935,James Harden,1610612745,Houston Rockets,3,11,18,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,-15,1,1,20160305,CHI,HOU
1199,Shot Chart Detail,0021500927,339,201935,James Harden,1610612745,Houston Rockets,3,10,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,3,1,1,20160305,CHI,HOU
1200,Shot Chart Detail,0021500927,361,201935,James Harden,1610612745,Houston Rockets,3,8,48,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,33,13,1,0,20160305,CHI,HOU
1201,Shot Chart Detail,0021500927,390,201935,James Harden,1610612745,Houston Rockets,3,7,4,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,10,41,1,0,20160305,CHI,HOU
1202,Shot Chart Detail,0021500927,395,201935,James Harden,1610612745,Houston Rockets,3,6,30,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-241,11,1,0,20160305,CHI,HOU
1203,Shot Chart Detail,0021500927,431,201935,James Harden,1610612745,Houston Rockets,3,4,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,8,1,1,20160305,CHI,HOU
1204,Shot Chart Detail,0021500927,450,201935,James Harden,1610612745,Houston Rockets,3,3,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,2,1,0,20160305,CHI,HOU
1205,Shot Chart Detail,0021500927,470,201935,James Harden,1610612745,Houston Rockets,3,0,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-4,193,1,1,20160305,CHI,HOU
1206,Shot Chart Detail,0021500927,515,201935,James Harden,1610612745,Houston Rockets,4,7,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,135,232,1,1,20160305,CHI,HOU
1207,Shot Chart Detail,0021500927,531,201935,James Harden,1610612745,Houston Rockets,4,6,4,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,26,1,0,20160305,CHI,HOU
1208,Shot Chart Detail,0021500927,552,201935,James Harden,1610612745,Houston Rockets,4,3,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-76,234,1,1,20160305,CHI,HOU
1209,Shot Chart Detail,0021500927,557,201935,James Harden,1610612745,Houston Rockets,4,2,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-137,210,1,0,20160305,CHI,HOU
1210,Shot Chart Detail,0021500927,567,201935,James Harden,1610612745,Houston Rockets,4,2,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,82,237,1,1,20160305,CHI,HOU
1211,Shot Chart Detail,0021500927,581,201935,James Harden,1610612745,Houston Rockets,4,1,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,171,198,1,0,20160305,CHI,HOU
1212,Shot Chart Detail,0021500927,603,201935,James Harden,1610612745,Houston Rockets,4,0,21,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,-16,1,0,20160305,CHI,HOU
1213,Shot Chart Detail,0021500927,615,201935,James Harden,1610612745,Houston Rockets,4,0,5,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,36,1,0,20160305,CHI,HOU
1214,Shot Chart Detail,0021500936,2,201935,James Harden,1610612745,Houston Rockets,1,11,34,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,60,239,1,0,20160306,TOR,HOU
1215,Shot Chart Detail,0021500936,21,201935,James Harden,1610612745,Houston Rockets,1,9,56,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,18,1,1,20160306,TOR,HOU
1216,Shot Chart Detail,0021500936,50,201935,James Harden,1610612745,Houston Rockets,1,6,37,Made Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,16,1,1,20160306,TOR,HOU
1217,Shot Chart Detail,0021500936,106,201935,James Harden,1610612745,Houston Rockets,1,1,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,159,188,1,0,20160306,TOR,HOU
1218,Shot Chart Detail,0021500936,220,201935,James Harden,1610612745,Houston Rockets,2,6,20,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,19,46,1,0,20160306,TOR,HOU
1219,Shot Chart Detail,0021500936,238,201935,James Harden,1610612745,Houston Rockets,2,4,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,107,228,1,0,20160306,TOR,HOU
1220,Shot Chart Detail,0021500936,318,201935,James Harden,1610612745,Houston Rockets,3,9,50,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-1,77,1,1,20160306,TOR,HOU
1221,Shot Chart Detail,0021500936,322,201935,James Harden,1610612745,Houston Rockets,3,9,18,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,50,56,1,1,20160306,TOR,HOU
1222,Shot Chart Detail,0021500936,346,201935,James Harden,1610612745,Houston Rockets,3,6,37,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,11,1,1,20160306,TOR,HOU
1223,Shot Chart Detail,0021500936,355,201935,James Harden,1610612745,Houston Rockets,3,6,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,23,1,0,20160306,TOR,HOU
1224,Shot Chart Detail,0021500936,372,201935,James Harden,1610612745,Houston Rockets,3,4,53,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,43,46,1,0,20160306,TOR,HOU
1225,Shot Chart Detail,0021500936,389,201935,James Harden,1610612745,Houston Rockets,3,3,39,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,112,213,1,0,20160306,TOR,HOU
1226,Shot Chart Detail,0021500936,424,201935,James Harden,1610612745,Houston Rockets,3,0,50,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20160306,TOR,HOU
1227,Shot Chart Detail,0021500936,427,201935,James Harden,1610612745,Houston Rockets,3,0,5,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,21,1,0,20160306,TOR,HOU
1228,Shot Chart Detail,0021500936,445,201935,James Harden,1610612745,Houston Rockets,4,10,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-91,232,1,1,20160306,TOR,HOU
1229,Shot Chart Detail,0021500936,453,201935,James Harden,1610612745,Houston Rockets,4,8,51,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,0,159,1,1,20160306,TOR,HOU
1230,Shot Chart Detail,0021500936,465,201935,James Harden,1610612745,Houston Rockets,4,7,38,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-9,41,1,1,20160306,TOR,HOU
1231,Shot Chart Detail,0021500936,471,201935,James Harden,1610612745,Houston Rockets,4,7,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,166,183,1,1,20160306,TOR,HOU
1232,Shot Chart Detail,0021500936,481,201935,James Harden,1610612745,Houston Rockets,4,6,9,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-56,70,1,0,20160306,TOR,HOU
1233,Shot Chart Detail,0021500936,529,201935,James Harden,1610612745,Houston Rockets,4,1,47,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,128,213,1,1,20160306,TOR,HOU
1234,Shot Chart Detail,0021500951,6,201935,James Harden,1610612745,Houston Rockets,1,11,2,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-16,75,1,0,20160309,PHI,HOU
1235,Shot Chart Detail,0021500951,75,201935,James Harden,1610612745,Houston Rockets,1,4,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-179,198,1,0,20160309,PHI,HOU
1236,Shot Chart Detail,0021500951,78,201935,James Harden,1610612745,Houston Rockets,1,4,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,-1,1,1,20160309,PHI,HOU
1237,Shot Chart Detail,0021500951,89,201935,James Harden,1610612745,Houston Rockets,1,3,21,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-122,144,1,0,20160309,PHI,HOU
1238,Shot Chart Detail,0021500951,99,201935,James Harden,1610612745,Houston Rockets,1,2,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,117,228,1,0,20160309,PHI,HOU
1239,Shot Chart Detail,0021500951,101,201935,James Harden,1610612745,Houston Rockets,1,2,24,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,18,1,0,20160309,PHI,HOU
1240,Shot Chart Detail,0021500951,239,201935,James Harden,1610612745,Houston Rockets,2,5,29,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-2,75,1,0,20160309,PHI,HOU
1241,Shot Chart Detail,0021500951,241,201935,James Harden,1610612745,Houston Rockets,2,5,27,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-27,2,1,0,20160309,PHI,HOU
1242,Shot Chart Detail,0021500951,257,201935,James Harden,1610612745,Houston Rockets,2,4,5,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-120,90,1,1,20160309,PHI,HOU
1243,Shot Chart Detail,0021500951,271,201935,James Harden,1610612745,Houston Rockets,2,2,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,78,249,1,0,20160309,PHI,HOU
1244,Shot Chart Detail,0021500951,277,201935,James Harden,1610612745,Houston Rockets,2,2,41,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,122,95,1,1,20160309,PHI,HOU
1245,Shot Chart Detail,0021500951,283,201935,James Harden,1610612745,Houston Rockets,2,2,2,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-70,7,1,1,20160309,PHI,HOU
1246,Shot Chart Detail,0021500951,295,201935,James Harden,1610612745,Houston Rockets,2,0,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-91,252,1,0,20160309,PHI,HOU
1247,Shot Chart Detail,0021500951,297,201935,James Harden,1610612745,Houston Rockets,2,0,24,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-6,36,1,0,20160309,PHI,HOU
1248,Shot Chart Detail,0021500951,317,201935,James Harden,1610612745,Houston Rockets,3,10,51,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,-1,1,0,20160309,PHI,HOU
1249,Shot Chart Detail,0021500951,388,201935,James Harden,1610612745,Houston Rockets,3,4,53,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,-5,1,0,20160309,PHI,HOU
1250,Shot Chart Detail,0021500951,396,201935,James Harden,1610612745,Houston Rockets,3,4,27,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-191,-6,1,1,20160309,PHI,HOU
1251,Shot Chart Detail,0021500951,398,201935,James Harden,1610612745,Houston Rockets,3,4,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1,20160309,PHI,HOU
1252,Shot Chart Detail,0021500951,430,201935,James Harden,1610612745,Houston Rockets,3,2,37,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-6,51,1,1,20160309,PHI,HOU
1253,Shot Chart Detail,0021500951,510,201935,James Harden,1610612745,Houston Rockets,4,9,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-42,252,1,0,20160309,PHI,HOU
1254,Shot Chart Detail,0021500951,518,201935,James Harden,1610612745,Houston Rockets,4,8,58,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,13,1,0,20160309,PHI,HOU
1255,Shot Chart Detail,0021500951,522,201935,James Harden,1610612745,Houston Rockets,4,8,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,184,190,1,0,20160309,PHI,HOU
1256,Shot Chart Detail,0021500951,541,201935,James Harden,1610612745,Houston Rockets,4,6,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,168,178,1,0,20160309,PHI,HOU
1257,Shot Chart Detail,0021500951,553,201935,James Harden,1610612745,Houston Rockets,4,5,33,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,16,1,0,20160309,PHI,HOU
1258,Shot Chart Detail,0021500951,566,201935,James Harden,1610612745,Houston Rockets,4,4,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,-1,1,1,20160309,PHI,HOU
1259,Shot Chart Detail,0021500951,573,201935,James Harden,1610612745,Houston Rockets,4,3,17,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,16,1,0,20160309,PHI,HOU
1260,Shot Chart Detail,0021500965,25,201935,James Harden,1610612745,Houston Rockets,1,8,43,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,10,134,1,1,20160311,BOS,HOU
1261,Shot Chart Detail,0021500965,31,201935,James Harden,1610612745,Houston Rockets,1,8,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,2,1,1,20160311,BOS,HOU
1262,Shot Chart Detail,0021500965,64,201935,James Harden,1610612745,Houston Rockets,1,5,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,176,180,1,0,20160311,BOS,HOU
1263,Shot Chart Detail,0021500965,93,201935,James Harden,1610612745,Houston Rockets,1,3,25,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,11,1,0,20160311,BOS,HOU
1264,Shot Chart Detail,0021500965,102,201935,James Harden,1610612745,Houston Rockets,1,2,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,46,249,1,0,20160311,BOS,HOU
1265,Shot Chart Detail,0021500965,244,201935,James Harden,1610612745,Houston Rockets,2,3,23,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1,41,1,0,20160311,BOS,HOU
1266,Shot Chart Detail,0021500965,281,201935,James Harden,1610612745,Houston Rockets,2,0,56,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-124,165,1,1,20160311,BOS,HOU
1267,Shot Chart Detail,0021500965,286,201935,James Harden,1610612745,Houston Rockets,2,0,26,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,2,1,0,20160311,BOS,HOU
1268,Shot Chart Detail,0021500965,315,201935,James Harden,1610612745,Houston Rockets,3,10,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,11,1,1,20160311,BOS,HOU
1269,Shot Chart Detail,0021500965,328,201935,James Harden,1610612745,Houston Rockets,3,8,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,84,232,1,1,20160311,BOS,HOU
1270,Shot Chart Detail,0021500965,336,201935,James Harden,1610612745,Houston Rockets,3,8,6,Missed Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-140,262,1,0,20160311,BOS,HOU
1271,Shot Chart Detail,0021500965,404,201935,James Harden,1610612745,Houston Rockets,3,3,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,-5,1,1,20160311,BOS,HOU
1272,Shot Chart Detail,0021500965,423,201935,James Harden,1610612745,Houston Rockets,3,2,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,7,1,1,20160311,BOS,HOU
1273,Shot Chart Detail,0021500965,529,201935,James Harden,1610612745,Houston Rockets,4,6,25,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,-1,1,0,20160311,BOS,HOU
1274,Shot Chart Detail,0021500965,545,201935,James Harden,1610612745,Houston Rockets,4,5,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-81,129,1,0,20160311,BOS,HOU
1275,Shot Chart Detail,0021500965,561,201935,James Harden,1610612745,Houston Rockets,4,3,10,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,82,21,1,1,20160311,BOS,HOU
1276,Shot Chart Detail,0021500965,578,201935,James Harden,1610612745,Houston Rockets,4,2,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-142,232,1,0,20160311,BOS,HOU
1277,Shot Chart Detail,0021500965,586,201935,James Harden,1610612745,Houston Rockets,4,1,11,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,105,165,1,0,20160311,BOS,HOU
1278,Shot Chart Detail,0021500965,590,201935,James Harden,1610612745,Houston Rockets,4,0,48,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-129,136,1,1,20160311,BOS,HOU
1279,Shot Chart Detail,0021500975,31,201935,James Harden,1610612745,Houston Rockets,1,7,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,3,1,0,20160312,CHA,HOU
1280,Shot Chart Detail,0021500975,58,201935,James Harden,1610612745,Houston Rockets,1,5,14,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,16,1,0,20160312,CHA,HOU
1281,Shot Chart Detail,0021500975,62,201935,James Harden,1610612745,Houston Rockets,1,4,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-83,242,1,0,20160312,CHA,HOU
1282,Shot Chart Detail,0021500975,100,201935,James Harden,1610612745,Houston Rockets,1,1,37,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-9,151,1,0,20160312,CHA,HOU
1283,Shot Chart Detail,0021500975,102,201935,James Harden,1610612745,Houston Rockets,1,1,29,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,46,1,0,20160312,CHA,HOU
1284,Shot Chart Detail,0021500975,114,201935,James Harden,1610612745,Houston Rockets,1,0,17,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-65,21,1,0,20160312,CHA,HOU
1285,Shot Chart Detail,0021500975,268,201935,James Harden,1610612745,Houston Rockets,3,11,46,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,135,120,1,0,20160312,CHA,HOU
1286,Shot Chart Detail,0021500975,274,201935,James Harden,1610612745,Houston Rockets,3,10,31,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-133,101,1,1,20160312,CHA,HOU
1287,Shot Chart Detail,0021500975,280,201935,James Harden,1610612745,Houston Rockets,3,9,56,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,13,76,115,1,0,20160312,CHA,HOU
